Key,polish
typeHandTools,"Narzędzie ręczne"
typeHealth,"Zdrowie"
typeHeavyArmor,"Ciężki pancerz"
typeHelicopters,"Helikopter | Pojazd"
typeItem,"Przedmiot"
typeJunk,"Rupieć"
typeKnives,"Nóż"
typeLandMines,"Mina lądowa | Budownictwo"
typeLaunchers,"Wyrzutnia"
typeLightArmor,"Lekki pancerz"
typeLighting,"Oświetlenie"
typeLoot,"Pojemnik"
typeMedical,"Medycyna"
typeMedicine,"Medycyna"
typeMediumArmor,"Średni pancerz"
typeMelee,"Broń wręcz"
typeMeleeTools,"Narzędzia ręczne"
typeMeleeWeapons,"Broń biała"
typeMachineGuns,"Karabin maszynowy"
typeMinesExplosives,"Miny/Materiały wybuchowe"
typeMinibikes,"Motorynka | Pojazd"
typeMotorcycles,"Motocykl | Pojazd"
typeChoppingTools,"Narzędzie do rąbania drewna"
typeMaintenance,"Narzędzie do naprawy i ulepszania"
typeMiningTools,"Narzędzie górnicze"
typeMissions,"Przedmiot misji"
typeMisc,"Różne"
typeMods,"Modyfikacje"
typePainting,"Malarstwo"
typePaintingTools,"Narzędzie do malowania"
typePistols,"Pistolet"
typePlumbing,"Hydraulika"
typePolearms,"Broń drzewcowa"
typePortableDrones,"Przenośny dron"
typePortableTurrets,"Przenośna wieżyczka"
typePowered,"Zasilane"
typePoweredCutting,"Zasilane narzędzie tnące"
typePoweredDigging,"Zasilane narzędzie do kopania"
typePoweredMining,"Zasilane narzędzie górnicze"
typePoweredMiningDigging,"Zasilane narzędzie do wydobywania/kopania"
typeResearch,"Badania"
typeQuality,"Jakość"
typeQualitySchematics,"Badania jakości"
typeRanged,"Dystansowa"
typeRangedGuns,"Broń"
typeRangedWeapons,"Broń Dystansowa"
typeRecipes,"Przepisy"
typeResources,"Zasoby"
typeRoadProps,"Dekoracje drogowe"
typeRocketLaunchers,"Wyrzutnia rakiet"
typeSalvage,"Odzyskiwanie"
typeSalvageTools,"Narzędzie do odzyskiwania"
typeScavenging,"Wyszukiwanie"
typeSchematics,"Schematy"
typeScience,"Nauka"
typeSeeds,"Nasiona uprawne"
typeSecretStash,"Tajna skrytka"
typeShortBlade,"Krótkie ostrze"
typeShotguns,"Strzelba"
typeSigns,"Znak"
typeSkillBooks,"Książka umiejętności"
typeSledgehammers,"Młot"
typeSmeltingTools,"Narzędzie do pieca"
typeSniperRifles,"Karabin snajperski"
typeSpawnPoint,"Punkt odrodzenia"
typeSpears,"Włócznia"
typeSpecial,"Obiekt specjalny"
typeSpecialItems,"Przedmiot misji"
typeStairs,"Schody"
typeStorage,"Przechowywanie"
typeStorageEmpty,"Pusty pojemnik"
typeStorageTanks,"Zbiornik"
typeStructural,"Strukturalny"
typeSubmachineGuns,"Pistolet maszynowy"
typeSupport,"Wsparcie"
typeSwords,"Miecz"
typeTerrain,"Teren"
typeThrowable,"Rzucany"
typeThrowableExplosive,"Rzucany materiał wybuchowy"
typeToolParts,"Część narzędzia"
typeTools,"Narzędzie"
typeToolsTraps,"Narzędzie/Pułapka"
typeTrade,"Handel"
typeTraps,"Pułapka"
typeTrees,"Drzewo"
typeTrucks,"Ciężarówka | Pojazd"
typeVehicles,"Pojazd"
typeVents,"Wentylacja"
typeWeapons,"Broń"
typeWeaponsTools,"Broń/Narzędzie"
typeWindows,"Okno"
typeWorkstations,"Stacja robocza"
typeWorkstationTools,"Narzędzie stacji roboczej"
twitchBounty,"Nagroda"
headerDisplay,"Wyświetlacz"
headerQuality,"Jakość"
headerUI,"Interfejs użytkownika"
headerVideo,"Ustawienia graficzne"
groupAll,"Wszystko"
groupAllBlocks,"Wszystkie bloki"
groupAmmo,"Amunicja"
groupAmmoPortableTurret,"Amunicja do przenośnej wieżyczki"
groupAmmoPrimitive,"Prymitywna amunicja"
groupAmmoStandard,"Amunicja standardowa"
groupAmmoWeapons,"Amunicja/Bronie"
groupAmmoAndExplosives,"Amunicja i materiały wybuchowe"
groupAppliances,"Przyrząd"
groupAutomotive,"Motoryzacja"
groupBasics,"Podstawowe"
groupBasicBlocks,"Podstawowe bloki"
groupBars,"Kraty i Pręty"
groupBeams,"Belki"
groupBlocks,"Bloki"
groupBooks,"Książki"
groupBooksAndSchematics,"Książki i schematy"
groupBuilding,"Budynek"
groupBundles,"Pakiety"
groupCatwalks,"Podesty"
groupChemicals,"Chemikalia"
groupClothing,"Ubrania"
groupClothingAndArmor,"Ubrania i zbroje"
groupCollectors,"Kolekcjoner zasobów"
groupConsumables,"Do zjedzenia"
groupContainers,"Pojemnik"
groupCorpses,"Zwłoki"
groupCrops,"Plony"
groupDebris,"Gruz"
groupDecor,"Dekoracje"
groupDecorMisc,"Dekoracje/Różne"
groupDoors,"Drzwi"
groupDrinks,"Napoje"
groupDyes,"Barwniki"
groupElectrical,"Elektryczne"
groupExplosives,"Materiały wybuchowe"
groupFences,"Ogrodzenia"
groupFirstAid,"Pierwsza pomoc"
groupFrames,"Frame Bloki"
groupFoliage,"Roślinność"
groupFood,"Żywność"
groupFoodCooking,"Żywność/Gotowanie"
groupFurniture,"Meble"
groupGrenades,"Granaty"
groupHeroTreasure,"Skarb"
groupHeavyArmor,"Ciężka zbroja"
groupItems,"Przedmioty"
groupLightArmor,"Lekka zbroja"
groupLighting,"Oświetlenie"
groupLoot,"Pojemnik"
groupLootHelper,"Pomocnik łupów"
groupMedicine,"Medycyna"
groupMediumArmor,"Średnia zbroja"
groupMinesExplosives,"Miny/Materiały wybuchowe"
groupMods,"Modyfikacje"
groupOutdoor,"Na zewnątrz"
groupPlumbing,"Wodociągi"
groupPrefabBlocks,"Bloki POI"
groupPrefabEditor,"Edytor Prefab"
groupRangedWeapons,"Bronie dystansowe"
groupResources,"Zasoby"
groupRoadProps,"Dekoracje drogowe"
groupRobotics,"Robotyka"
groupScience,"Nauka"
groupSchematics,"Schematy"
groupSeeds,"Nasiona"
groupShrubs,"Krzewy"
groupSigns,"Znaki"
groupSpecial,"Obiekty specjalne"
groupStairs,"Schody"
groupStorage,"Pojemnik"
groupStorageEmpty,"Pusty pojemnik"
groupStorageHelpers,"Pojemniki"
groupStorageTanks,"Zbiorniki"
groupStructural,"Strukturalne"
groupSupport,"Wsparcie"
groupTerrain,"Teren"
groupTools,"Narzędzia"
groupToolsTraps,"Narzędzie/Pułapki"
groupTraps,"Pułapki"
groupTrash,"Śmieci"
groupTrees,"Drzewa"
groupUnclassified,"Niesklasyfikowane"
groupVariantHelpers,"Warianty"
groupVegetation,"Roślinność"
groupVehicles,"Pojazdy"
groupVents,"Wentylacja"
groupWeapons,"Broń"
groupWeaponsTools,"Broń i narzędzia"
groupWindows,"Okna"
groupWorkstations,"Stacje robocze"
groupWorkstationTools,"Narzędzia stacji roboczej"
ulm_loot_biker_1,"Upuszczone łupy"
ulm_loot_biker_2,"Upuszczone łupy"
ulm_loot_biker_3,"Upuszczone łupy"
ulm_loot_boss_1,"Upuszczone łupy"
ulm_loot_boss_2,"Upuszczone łupy"
ulm_loot_boss_3,"Upuszczone łupy"
ulm_loot_burnt_1,"Upuszczone łupy"
ulm_loot_burnt_2,"Upuszczone łupy"
ulm_loot_burnt_3,"Upuszczone łupy"
ulm_loot_business_1,"Upuszczone łupy"
ulm_loot_business_2,"Upuszczone łupy"
ulm_loot_business_3,"Upuszczone łupy"
ulm_loot_cheerleader_1,"Upuszczone łupy"
ulm_loot_cheerleader_2,"Upuszczone łupy"
ulm_loot_cheerleader_3,"Upuszczone łupy"
ulm_loot_common_1,"Upuszczone łupy"
ulm_loot_common_2,"Upuszczone łupy"
ulm_loot_common_3,"Upuszczone łupy"
ulm_loot_cop_1,"Upuszczone łupy"
ulm_loot_cop_2,"Upuszczone łupy"
ulm_loot_cop_3,"Upuszczone łupy"
ulm_loot_farmer_1,"Upuszczone łupy"
ulm_loot_farmer_2,"Upuszczone łupy"
ulm_loot_farmer_3,"Upuszczone łupy"
ulm_loot_fat_1,"Upuszczone łupy"
ulm_loot_fat_2,"Upuszczone łupy"
ulm_loot_fat_3,"Upuszczone łupy"
ulm_loot_football_1,"Upuszczone łupy"
ulm_loot_football_2,"Upuszczone łupy"
ulm_loot_football_3,"Upuszczone łupy"
ulm_loot_hazmat_1,"Upuszczone łupy"
ulm_loot_hazmat_2,"Upuszczone łupy"
ulm_loot_hazmat_3,"Upuszczone łupy"
ulm_loot_lab_1,"Upuszczone łupy"
ulm_loot_lab_2,"Upuszczone łupy"
ulm_loot_lab_3,"Upuszczone łupy"
ulm_loot_mini_boss_1,"Upuszczone łupy"
ulm_loot_mini_boss_2,"Upuszczone łupy"
ulm_loot_mini_boss_3,"Upuszczone łupy"
ulm_loot_nurse_1,"Upuszczone łupy"
ulm_loot_nurse_2,"Upuszczone łupy"
ulm_loot_nurse_3,"Upuszczone łupy"
ulm_loot_snow_1,"Upuszczone łupy"
ulm_loot_snow_2,"Upuszczone łupy"
ulm_loot_snow_3,"Upuszczone łupy"
ulm_loot_skater_1,"Upuszczone łupy"
ulm_loot_skater_2,"Upuszczone łupy"
ulm_loot_skater_3,"Upuszczone łupy"
ulm_loot_soldier_1,"Upuszczone łupy"
ulm_loot_soldier_2,"Upuszczone łupy"
ulm_loot_soldier_3,"Upuszczone łupy"
ulm_loot_special_1,"Upuszczone łupy"
ulm_loot_special_2,"Upuszczone łupy"
ulm_loot_special_3,"Upuszczone łupy"
ulm_loot_stripper_1,"Upuszczone łupy"
ulm_loot_stripper_2,"Upuszczone łupy"
ulm_loot_stripper_3,"Upuszczone łupy"
ulm_loot_utility_1,"Upuszczone łupy"
ulm_loot_utility_2,"Upuszczone łupy"
ulm_loot_utility_3,"Upuszczone łupy"
videoAntiAliasing,"Wygładzanie krawędzi"
videoAntiAliasingDesc,"Usuwa postrzępione krawędzie z obiektu."
videoAntiAliasingSharp,"Wyostrzenie AA"
videoAntiAliasingSharpDesc,"Wartość wyostrzenia AA.\n[decea3][Wpływ na wydajność: Średni][-]"
videoBloom,"Poświata"
videoBloomDesc,"Tworzy efekt poświaty obiektów.\n[decea3][Wpływ na wydajność: Średni][-]"
videoDepthOfField,"Głębia ostrości"
videoDepthOfFieldDesc,"Rozmycie obiektów w oddali.\n[decea3][Wpływ na wydajność: Średni][-]"
videoDynamicMeshDistance,"Dystans Siatki"
videoDynamicMeshDistanceDesc,"Dystans w metrach, na jakim widoczny jest system dynamicznych siatek.\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoDynamicMeshEnabled,"Dynamiczna siatka"
videoDynamicMeshEnabledDesc,"Gdy włączone, zmiany bloków powodowane przez gracza będą widoczne z oddali.\nWymaga przeładowania gry z głównego menu.\n[decea3][Wpływ na wydajność: Średni][-]"
videoDynamicMeshHighQualityMesh,"Wys. Jakość dynamicznej siatki"
videoDynamicMeshHighQualityMeshDesc,"Po właczeniu, dynamiczne siatki będą miały więcej szczegółów.\n[decea3][Wpływ na wydajność: Wysoki, Zużywa więcej pamięci RAM][-]"
videoDynamicMeshLandClaimBuffer,"Blok własności ziemi"
videoDynamicMeshLandClaimBufferDesc,"Liczba rejonów wokół bloku własności ziemi, na których ma działać system dynamicznych siatek.\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoDynamicMeshLandClaimOnly,"Tylko blok własności"
videoDynamicMeshLandClaimOnlyDesc,"System dynamicznej siatki działa tylko na rejonie bloku własności."
videoDynamicMeshMaxMeshCache,"Ilość przetwarzanych siatek"
videoDynamicMeshMaxMeshCacheDesc,"Liczba siatek, które mogą działać jednocześnie.\n[decea3][Wpływ na wydajność: Wysoki, Zużywa więcej pamięci RAM][-]"
videoDynamicMeshMaxRegionLoads,"Max liczba załadowanych regionów"
videoDynamicMeshMaxRegionLoadsDesc,"Liczba regionów, które mają być przetwarzane jednocześnie.\n[decea3][Wpływ na wydajność: Wysoki, Wpływ na FPS][-]"
videoFieldOfView,"Pole widzenia"
videoFieldOfViewDesc,"Jak szeroki jest kąt widzenia.\n[decea3][Wpływ na wydajność: Niski][-]"
videoFullscreen,"Pełen ekran"
videoFullscreenDesc,"Tryb pełnego ekranu lub okna.\n[decea3][Wpływ na wydajność: Średni][-]"
videoBrightness,"Jasność"
videoBrightnessDesc,"Jasność ekranu gry.\n[decea3][Wpływ na wydajność: Brak][-]"
videoGrassDistance,"Dystans wyświetlania trawy"
videoGrassDistanceDesc,"Maksymalny dystans renderowania traw i krzewów.\n[decea3][Wpływ na wydajność: Średni][-]"
videoJournalPopup,"Auto-otwieranie Dziennika"
videoJournalPopupDesc,"Pokazuje pełne okno dziennika z pełnymi nowymi informacjami zamiast małej notatki."
videoLODDistance,"Dystans LOD"
videoLODDistanceDesc,"Maksymalny poziom szczegółów odległych obiektów.\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoMotionBlur,"Rozmycie w ruchu"
videoMotionBlurDesc,"Poziom jakości rozmycia ruchu (więcej próbek pikseli i wygładzanie).\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoOcclusion,"Okluzja otoczenia"
videoOcclusionDesc,"Wyłącza renderowanie obiektów, które nie są widoczne. Zwiększa wydajność w pomieszczeniach.\nNie można zmienić w trakcie gry.\n[decea3][Wpływ na wydajność: Średni][-]"
videoQualityPreset,"Jakość grafiki"
videoQualityPresetDesc,"Ogólna jakość grafiki. Ustawia większość opcji.\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoReflectedShadows,"Odbicie cieni"
videoReflectedShadowsDesc,"Cienie są obliczane i wyświetlane w odbiciach.\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoReflectionQuality,"Odbicia"
videoReflectionQualityDesc,"Jak dokładne są odbicia. Zapewnia bardziej realistyczne oświetlenie.\n[decea3][Wpływ na wydajność: Bardzo wysoki][-]"
videoResolution,"Rozdzielczość"
videoResolutionDesc,"Ustawia rozdzielczość ekranu, w której wyświetlana jest gra.\n[decea3][Wpływ na wydajność: Bardzo wysoki][-]"
videoScreenBounds,"Margines interfejsu"
videoScreenBoundsDesc,"Ogranicza obszar używany przez interfejs użytkownika na ekranie."
videoShadowsDistance,"Odległość cieni"
videoShadowsDistanceDesc,"Odległość cieni obiektów.\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoSSAO,"SSAO"
videoSSAODesc,"Efekt obrazu SSAO pozwala na bardziej szczegółowe cienie na obiektach i w kątach.\n[decea3][Wpływ na wydajność: Średni][-]"
videoSSReflections,"Odbicia przestrzeni ekranu"
videoSSReflectionsDesc,"Efekt odbicia przestrzeni na ekranie.\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoStreamingMipmapsEnabled,"Strumieniowanie tekstur"
videoStreamingMipmapsEnabledDesc,"Strumieniuje tekstury przy niskiej pamięci graficznej.\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoSunShafts,"Promienie słońca"
videoSunShaftsDesc,"Promienie światła słonecznego przechodzące przez obiekty, np. liście.\n[decea3][Wpływ na wydajność: Średni][-]"
videoTempCelsius,"Jednostka temperatury"
videoTempCelsiusDesc,"Jednostka używana podczas wyświetlania temperatury."
videoTextureFilter,"Filtrowanie tekstur"
videoTextureFilterDesc,"Siła filtrowania tekstur. Ładniej miesza ze sobą odległe tekstury..\n[decea3][Wpływ na wydajność: Wysoki][-]"
videoTextureQuality,"Tekstury"
videoTextureQualityDesc,"Jakość i rozmiar tekstur. Pozwala zachować trochę pamięci.\nWymaga restartu gry.\n[decea3][Wpływ na wydajność: Średnie][-]"
videoTreeQuality,"Drzewa"
videoTreeQualityDesc,"Jakość drzew zależna od ich dystansu od gracza.\n[decea3][Wpływ na wydajność: Wysokie][-]"
videoUIBackgroundOpacity,"Przezroczystość tła interfejsu"
videoUIBackgroundOpacityDesc,"Ustawia przejrzystość tła okienek"
videoUIForegroundOpacity,"Przezroczystość frontu interfejsu"
videoUIForegroundOpacityDesc,"Kontury interfejsu i przezroczystość ikon i pól"
videoUMATextureQuality,"Tekstury UMA"
videoUMATextureQualityDesc,"Kontroluje rozmiar wypalanych tekstur na postaciach."
videoViewDistance,"Dystans renderowania"
videoViewDistanceDesc,"Odległość renderowania świata.\nZmiana tylko z głównego menu gry.\n[decea3][Wpływ na wydajność: Wysokie][-]"
videoVSync,"VSync"
videoVSyncDesc,"Zwalcza rozrywanie ekranu, synchronizując grę z częstotliwością odświeżania monitora.\n[decea3][Wpływ na wydajność: Niskie][-]"
videoParticles,"Efekty Cząsteczek"
videoParticlesDesc,"Ilość cząsteczek w efektach.\n[decea3][Wpływ na wydajność: Średnie][-]"
videoWaterQuality,"Woda"
videoWaterQualityDesc,"Warstwy i efekty występujące na powierzchni wody.\n[decea3][Wpływ na wydajność: Wysokie][-]"
videoUiSize,"Rozmiar interfejsu"
videoUiSizeDesc,"Skaluje wszystkie elementy interfejsu."
videoUiFpsScaling,"Skala wyświetlania FPS"
videoUiFpsScalingDesc,"Skaluje rozmiar wyświetlacza klatek na sekunde w grze."
videoDyMode,"Dynamiczna rozdzielczość"
videoDyModeDesc,"Zmniejsza rozdzielczość renderowania 3D zgodnie z potrzebami, aby zwiększyć ilość FPS."
videoDyMinFPS,"Min. FPS dynamicznej rozdzielczości"
videoDyMinFPSDesc,"Zmniejsza rozdzielczość gry, gdy jest poniżej FPS"
videoDyScale,"Dynamiczna skala rozdzielczości"
videoDyScaleDesc,"Dynamiczny współczynnik skalowania rozdzielczości, jeśli chcesz mieć stałą wartość skalowania w dół"
videoObjectQuality,"Jakość obiektu"
videoObjectQualityDesc,"Szczegóły bytów i drzew na podstawie ich odległości. Także odległość, z jakiej nie będą już pokazywane.\n[decea3][Wpływ na wydajność: Wysokie][-]"
videoTerrainQuality,"Jakość terenu"
videoTerrainQualityDesc,"Ogólna jakość i odległość terenu.\n[decea3][Wpływ na wydajność: Wysokie][-]"
videoAutoHideExpBar,"Automatycznie ukryj pasek dośw."
videoAutoHideExpBarDesc,"Automatycznie ukrywa pasek doświadczenia, gdy nie otrzymujesz żadnych PD.\n[decea3][Domyślnie: Po 5 sekundach][-]"
videoAutoHideToolbelt,"Automatycznie ukrywanie paska narzędzi"
videoAutoHideToolbeltDesc,"Automatycznie ukrywa pasek narzędzi podczas przełączania między jego elementami. Aby zmienić to ustawienie, musisz co najmniej raz przewinąć do innego miejsca na pasku narzędzi, aby nowe ustawienie zaczęło obowiązywać.\n[decea3][Domyślnie: Po 5 sekundach][-]"
videoShowCompass,"Kompas"
videoShowCompassDesc,"Pokazuje kompas.\n[decea3][Domyślnie: Włączone][-]"
videoShowDayAndTime,"Dzień i godzina"
videoShowDayAndTimeDesc,"Pokazuje dzień i aktualny czas w grze.\n[decea3][Domyślnie: Włączone][-]"
videoShowDebugValues,"Tryb dewelopera"
videoShowDebugValuesDesc,"Pokazuje dodatkowe informacje debugowania związane z Undead Legacy.\n[decea3][Domyślnie: Wyłączone][-]"
videoShowBuffTimers,"Pokaż czas efektów"
videoShowBuffTimersDesc,"Pokazuje pozostały czas i tekst o efektach wpływających na gracza.\n[decea3][Domyślnie: Wyłączone][-]"
videoShowStatValues,"Numery w słupkach"
videoShowStatValuesDesc,"Pokazuje wartośc numeryczną niektórych statystyk gracza na interfejsie.\n[decea3][Domyślnie: Ekwipunek][-]"
videoShowTacticalHud,"Taktyczny interfejs gracza"
videoShowTacticalHudDesc,"Wyświetla wytrzymałość i stan skrycia postaci obok kursora.\n[decea3][Domyślnie: Wyłączone][-]"
videoShowTargetHealth,"Pasek życia celu"
videoShowTargetHealthDesc,"Pokazuje paski zdrowia istot.\n[decea3][Domyślnie: Włączone][-]"
videoShowTargetBlockHealth,"Ilość życia bloku"
videoShowTargetBlockHealthDesc,"Pokazuje wartości liczbowe wytrzymałości bloku docelowego podczas uszkadzania, naprawiania lub ulepszania bloków.\n[decea3][Domyślnie: Wyłączone][-]"
videoShowPlayerLevelOnHUD,"Pokaż poziom postaci nad paskiem narzędzi"
videoShowPlayerLevelOnHUDDesc,"Pokazuje aktualny poziom gracza nad paskiem narzędzi.\n[decea3][Domyślnie: Włączone][-]"
videoShowMeleeIcon,"Aktywna broń biała"
videoShowMeleeIconDesc,"Pokazuje aktywną broń gracza. Nie w pełni zaimplementowane.\n[decea3][Domyślnie: Wyłączone][-]"
videoShowCarryWeight,"Pasek udźwigu"
videoShowCarryWeightDesc,"Pokazuje pasek udźwigu na podstawie tego progu, jeśli Twój udźwig przekracza ten próg, pokazuje pasek na interfejsie.\n[decea3][Domyślnie: 75%][-]"
videoShowWater,"Pasek pragnienia"
videoShowWaterDesc,"Pokazuje pasek wody w oparciu o ten próg, jeśli twoja woda jest poniżej tego progu, pokazuje pasek na interfejsie.\n[decea3][Domyślnie: 50%][-]"
videoShowFood,"Pasek głodu"
videoShowFoodDesc,"Pokazuje pasek jedzenia w oparciu o ten próg, jeśli twoje jedzenie jest poniżej tego progu, pokazuje pasek na interfejsie.\n[decea3][Domyślnie: 50%][-]"
videoShowSpeedometer,"Prędkościomierz"
videoShowSpeedometerDesc,"Jednostka prędkości.\n[decea3][Domyślnie: km/h][-]"
videoShowToolbeltTooltip,"Podpowiedzi dotyczące paska narzędzi"
videoShowToolbeltTooltipDesc,"Wyświetla okno podpowiedzi nad paskiem narzędzi.\n[decea3][Domyślnie: Włączone][-]"
videoShowMeleeCrosshair,"Celownik broni białej"
videoShowMeleeCrosshairDesc,"Widoczność celownika podczas używania broni białej."
videoShowRangedCrosshair,"Celownik broni dystansowej"
videoShowRangedCrosshairDesc,"Widoczność celownika podczas używania broni dystansowej."
videoShowOnScreenIcons,"Ikony na ekranie"
videoShowOnScreenIconsDesc,"Widoczność ikon nawigacji na ekranie.\n[decea3][Domyślnie: Włączone][-]"
videoCompassInactiveMarkerOpacity,"Przejrzystość ikon na kompasie"
videoCompassInactiveMarkerOpacityDesc,"Ustawia przejrzystość [decea3]nieaktywnych[-] markerów z mapy, widocznych na kompasie."
videoUnloadUnusedAssets,"Odładowywanie Nieużywanych Assetów"
videoUnloadUnusedAssetsDesc,"Włącz lub wyłącz wbudowane odładowywanie assetów z pamięci systemu. Wyłączenie spowoduje większe użycie pamięci, lecz przyśpieszy responnsywność UI i zmniejszy utratę klatek podczas interakcji.\n[decea3][Domyślnie: Włączone][-]"
goAdvanced,"Zaawansowane"
goGameName,"Nazwa"
goGameWorld,"Świat"
goMapSize,"Rozmiar"
goMapSize4096,"4 km"
goMapSize6144,"6 km"
goMapSize8192,"8 km"
goMapSize10240,"10 km"
goMapSize12288,"12 km"
goMapSize14336,"14 km"
goMapSize16384,"16 km"
goMaxSpawnedZombies,"Maksymalna ilość zombie"
goWorldGenerate,"Generuj"
goWorldSeed,"Ziarno"
goWorldSize,"Rozmiar"
goZombies,"{0}"
goZombie,""
goMaxSpawnedAnimals,"Maksymalna ilość zwierząt"
goAnimals,"{0}"
goLandClaimCount,"Liczba bloków własności"
goLandClaimCountDesc,"Określa, ile bloków własności ziemi może być aktywnych w tym samym czasie dla jednego gracza."
goLandClaimCountValue,"1"
goLandClaimCountValues,"{0}"
optItemWeightMult,"Waga przedmiotu"
optItemWeightMultDesc,"Skaluje wszystkie wartości wagi przedmiotów"
optBlockWeightMult,"Waga bloków"
optBlockWeightMultDesc,"Skaluje wszystkie wartości bloków"
optDroppedLootDecay,"Czas znikania łupów z zombie"
optDroppedLootDecayDesc,"Określa, jak szybko znikają łupy z zabitych wrogów."
optFoodBurnRate,"Wskaźnik głodu"
optFoodBurnRateDesc,"Określa, jak szybko głód spada podczas bezczynności."
optWaterBurnRate,"Wskaźnik pragnienia"
optWaterBurnRateDesc,"Określa, jak szybko zmniejsza się nawodnienie podczas bezczynności."
optShowUnknownRecipes,"Filtr przepisów"
optShowUnknownRecipesDesc,"[decea3]Standard[-] - Pokazuj wszystkie przepisy, wyszukiwanie niefiltrowane (Vanilla).\n[decea3]W Stacjach[-] - Pokazuje nieznane przepisy, wyszukiwanie zależne od stacji roboczej.\n[decea3]Przetrwanie[-] - Pokazuj tylko znane i odpowiednie dla stacji roboczych receptury."
optStartTutorialQuest,"Misja wprowadzająca"
optStartTutorialQuestDesc,"Rozpocznij samouczek po rozpoczęciu gry.\nJeśli grasz w Undead Legacy po raz pierwszy, zaleca się wykonanie tego przynajmniej raz."
optBlockRespawnRate,"Czas odrodzenia samochodów"
optBlockRespawnRateDesc,"Ilość dni jaka musi minąć, zanim pojawi się nowy wrak pojazdu w świecie po rozkręceniu. Nie wpływa na naprawione pojazdy."
optUndeadLegacyVersion,"Wersja Undead Legacy"
optUndeadLegacyVersionDesc,"Wersja Undead Legacy działająca na serwerze."
optWanderingHordes,"Wędrujące hordy"
optWanderingHordeFrequency,"Częstotliwość"
optWanderingHordeFrequencyDesc,"Po ilu godzinach w grze ma pojawić się wędrująca horda.[decea3]1[-] do [decea3]4[-] dodatkowe godziny mogą zostać dodane w zależności od warunków odradzania zombie.\nWartość minimalna: [decea3]1[-]"
